5 | 586 | 0
12 | 605 | 0
18 | 561 | 0
20 | 443 | 0
21 | 889 | 0
28 | 998 | 0
37 | 384 | 0
39 | 374 | 0
41 | 482 | 0
43 | 300 | 0
45 | 655 | 0
46 | 908 | 0
62 | 279 | 0
71 | 669 | 0
85 | 924 | 0
86 | 938 | 0
88 | 357 | 0
89 | 723 | 0
102 | 398 | 0
106 | 331 | 0
118 | 375 | 0
131 | 448 | 0
137 | 288 | 0
139 | 378 | 0
140 | 304 | 0
141 | 355 | 0
142 | 735 | 0
144 | 392 | 0
145 | 739 | 0
151 | 486 | 0
152 | 621 | 0
153 | 282 | 0
154 | 414 | 0
158 | 586 | 0
204 | 374 | 0
211 | 496 | 0
212 | 413 | 0
220 | 549 | 0
221 | 381 | 0
230 | 866 | 0
231 | 483 | 0
232 | 551 | 0
233 | 652 | 0
234 | 347 | 0
235 | 629 | 0
236 | 367 | 0
237 | 634 | 0
240 | 331 | 0
241 | 315 | 0
245 | 292 | 0
246 | 876 | 0
247 | 473 | 0
253 | 343 | 0
255 | 848 | 0
257 | 303 | 0
258 | 331 | 0
259 | 831 | 0
260 | 711 | 0
261 | 319 | 0
265 | 740 | 0
266 | 505 | 0
268 | 482 | 0
276 | 500 | 0
281 | 743 | 0
290 | 760 | 0
292 | 406 | 0
296 | 504 | 0
306 | 555 | 0
307 | 292 | 0
312 | 359 | 0
321 | 955 | 0
324 | 529 | 0
329 | 320 | 0
330 | 342 | 0
331 | 356 | 0
332 | 326 | 0
333 | 310 | 0
334 | 301 | 0
338 | 532 | 0
339 | 516 | 0
350 | 317 | 0
354 | 545 | 0
356 | 431 | 0
357 | 706 | 0
358 | 591 | 0
363 | 437 | 0
368 | 359 | 0
370 | 373 | 0
371 | 306 | 0
372 | 401 | 0
379 | 952 | 0
380 | 301 | 0
382 | 410 | 0
397 | 558 | 0
400 | 382 | 0
402 | 357 | 0
422 | 353 | 0
424 | 410 | 0
434 | 579 | 0
435 | 654 | 0
445 | 300 | 0
448 | 521 | 0
452 | 557 | 0
453 | 378 | 0
455 | 512 | 0
458 | 315 | 0
464 | 295 | 0
467 | 425 | 0
470 | 640 | 0
472 | 309 | 0
473 | 712 | 0
482 | 328 | 0
491 | 750 | 0
492 | 697 | 0
494 | 786 | 0
496 | 438 | 0
499 | 559 | 0
506 | 696 | 0
507 | 300 | 0
508 | 459 | 0
514 | 746 | 0
515 | 294 | 0
516 | 342 | 0
520 | 408 | 0
521 | 768 | 0
522 | 659 | 0
525 | 377 | 0
526 | 298 | 0
528 | 382 | 0
529 | 306 | 0
531 | 700 | 0
534 | 480 | 0
537 | 620 | 0
540 | 791 | 0
555 | 577 | 0
563 | 334 | 0
564 | 302 | 0
568 | 592 | 0
573 | 533 | 0
579 | 331 | 0
582 | 540 | 0
584 | 755 | 0
587 | 400 | 0
588 | 301 | 0
590 | 585 | 0
598 | 552 | 0
603 | 350 | 0
631 | 541 | 0
632 | 638 | 0
633 | 756 | 0
640 | 928 | 0
644 | 884 | 0
648 | 615 | 0
650 | 487 | 0
658 | 279 | 0
659 | 514 | 0
662 | 856 | 0
665 | 422 | 0
670 | 967 | 0
672 | 340 | 0
677 | 493 | 0
678 | 598 | 0
686 | 584 | 0
687 | 515 | 0
688 | 415 | 0
689 | 309 | 0
694 | 304 | 0
697 | 363 | 0
719 | 334 | 0
729 | 289 | 0
738 | 364 | 0
744 | 288 | 0
747 | 977 | 0
753 | 336 | 0
762 | 818 | 0
766 | 298 | 0
768 | 290 | 0
772 | 472 | 0
773 | 595 | 0
775 | 554 | 0
776 | 300 | 0
777 | 715 | 0
784 | 317 | 0
787 | 347 | 0
793 | 319 | 0
800 | 356 | 0
815 | 308 | 0
824 | 280 | 0
825 | 305 | 0
827 | 448 | 0
829 | 556 | 0
837 | 325 | 0
838 | 391 | 0
845 | 627 | 0
866 | 585 | 0
869 | 287 | 0
870 | 463 | 0
879 | 419 | 0
882 | 353 | 0
885 | 365 | 0
901 | 502 | 0
916 | 918 | 0
934 | 768 | 0
938 | 285 | 0
970 | 477 | 0
974 | 430 | 0
989 | 291 | 0
993 | 874 | 0
999 | 329 | 0
1018 | 422 | 0
1019 | 539 | 0
1023 | 401 | 0
1025 | 699 | 0
1030 | 444 | 0
1034 | 323 | 0
1035 | 404 | 0
1037 | 439 | 0
1044 | 449 | 0
1052 | 449 | 0
1065 | 541 | 0
1071 | 408 | 0
1077 | 342 | 0
1101 | 504 | 0
1131 | 500 | 0
1132 | 700 | 0
1138 | 435 | 0
1140 | 283 | 0
1141 | 571 | 0
1144 | 654 | 0
1149 | 323 | 0
1168 | 305 | 0
1464 | 447 | 0
1469 | 390 | 0
1481 | 379 | 0
1496 | 343 | 0
1507 | 428 | 0
1517 | 338 | 0
1518 | 296 | 0
1519 | 296 | 0
1524 | 296 | 0
1529 | 285 | 0
1536 | 498 | 0
1559 | 300 | 0
1569 | 308 | 0
1628 | 292 | 0
1644 | 819 | 0
1648 | 312 | 0
1652 | 310 | 0
1707 | 380 | 0
1716 | 279 | 0
1748 | 428 | 0
1751 | 617 | 0
1769 | 329 | 0
1770 | 522 | 0
1800 | 353 | 0
1808 | 512 | 0
1810 | 549 | 0
1838 | 644 | 0
1839 | 295 | 0
1857 | 389 | 0
1863 | 341 | 0
1956 | 588 | 0
1960 | 385 | 0
1980 | 280 | 0
1997 | 447 | 0
2018 | 356 | 0
2024 | 416 | 0
2026 | 324 | 0
2035 | 363 | 0
2050 | 300 | 0
2059 | 298 | 0
2067 | 298 | 0
2072 | 608 | 0
2094 | 346 | 0
2124 | 443 | 0
2133 | 288 | 0
2143 | 279 | 0
2145 | 373 | 0
2283 | 290 | 0
2284 | 284 | 0
2298 | 291 | 0
2300 | 289 | 0
2303 | 438 | 0
2331 | 454 | 0
2403 | 289 | 0
2817 | 392 | 0
2826 | 368 | 0
2886 | 450 | 0
2952 | 681 | 0
2953 | 377 | 0
3145 | 292 | 0
3197 | 387 | 0
3322 | 363 | 0
3385 | 317 | 0
3394 | 410 | 0
